file_name,detected_text,confidence,center_coordinates,azimuth
GS__1609.JPG,زیبایی   خودرو,0.7213526410530838,"(5325, 1482)",299.25
GS__1609.JPG,مانت,0.8754949533252908,"(5259, 1474)",293.31
GS__1609.JPG,٥٧٥٢٥,0.584643902913667,"(2330, 1629)",29.700000000000003
GS__1610.JPG,٤L٥١٢,0.0234923258010527,"(2999, 1415)",89.91
GS__1611.JPG,ن,0.9704265333392784,"(1966, 1223)",356.94
GS__1611.JPG,,0.0,"(2475, 2370)",42.75
GS__1611.JPG,اکسپرس,0.9925421404941414,"(1883, 1230)",349.47
GS__1612.JPG,٦٢ ٩١٥ ٢ ٦٦٩,0.7574594700749742,"(3001, 1536)",90.08999999999999
GS__1612.JPG,,0.0,"(2501, 2366)",45.09
GS__1612.JPG,,0.0,"(1610, 2470)",324.9
GS__1613.JPG,٩٨٥٢٢م ٦٤٦٩،,0.1940862191901798,"(3050, 1491)",94.5
GS__1613.JPG,7,0.4325511817623919,"(1633, 2452)",326.97
GS__1614.JPG,٩٦٥٦٤ م ٤٦٩,0.2478499612496123,"(3055, 1534)",94.94999999999999
GS__1614.JPG,عذ ك08,0.0777693573788542,"(1873, 1248)",348.57
GS__1615.JPG,08,0.980850864220772,"(996, 1354)",269.64
GS__1615.JPG,،٤٥٩٢٥٢٢,0.2106113420357693,"(3026, 1496)",92.34
GS__1615.JPG,Dr,0.0106243207603931,"(2969, 2218)",87.21
GS__1616.JPG,٩١٧١٢ ٢ ٦٤٩,0.1475303687651253,"(3008, 1509)",90.72
GS__1616.JPG,ا9ات,0.346440851688385,"(1520, 1336)",316.8
GS__1617.JPG,7,0.1045670837869048,"(1622, 2465)",325.98
GS__1618.JPG,>rل/,0.0176993645727634,"(2989, 2215)",89.01
GS__1618.JPG,7,0.5637431747462109,"(1619, 2441)",325.71
GS__1618.JPG,<,0.4361599306645622,"(3548, 2242)",139.32
GS__1619.JPG,,0.0,"(2483, 2372)",43.47
GS__1620.JPG,ا٥,0.5912047981962755,"(1149, 1453)",283.40999999999997
GS__1620.JPG,7,0.2791245569285685,"(1633, 2475)",326.97
GS__1620.JPG,7,0.5062257882910934,"(3645, 2228)",148.05
GS__1620.JPG,,0.0,"(2504, 2377)",45.36
GS__1621.JPG,٩٧٧٧٢ ٢ ٦٤٤,0.2165039885156144,"(2832, 1527)",74.88
GS__1622.JPG,ترعتان قه,0.0105310592469672,"(3032, 1027)",92.88
GS__1623.JPG,,0.0,"(3116, 850)",100.44000000000001
GS__1623.JPG,٤٢٩١٥٨٢,0.2049907069806388,"(2814, 1523)",73.25999999999999
GS__1623.JPG,تروءقا& 3چن,0.0029995608152661,"(3113, 903)",100.17
GS__1624.JPG,,0.0,"(3413, 722)",127.17
GS__1624.JPG,ترو ءاشاغا3ان,0.009872105718899,"(3397, 778)",125.73
GS__1624.JPG,٥ذم,0.0728341092594096,"(2933, 1465)",83.97
GS__1625.JPG,ع٦٧,0.0429505385198293,"(2882, 1428)",79.38
GS__1625.JPG,0,0.1593539716477474,"(3677, 541)",150.93
GS__1625.JPG,"رویعتاناذین ,",0.0068517063457406,"(3641, 589)",147.69
GS__1626.JPG,/,0.6288186280589549,"(3664, 2234)",149.76
GS__1626.JPG,,0.0,"(2497, 2372)",44.73
GS__1627.JPG,!٢ ,0.0158635487790039,"(762, 1516)",248.57999999999998
GS__1628.JPG,,0.0,"(1646, 2506)",328.14
GS__1628.JPG,,0.0,"(2528, 2390)",47.52
