file_name,detected_text,confidence,center_coordinates,azimuth,longitude,latitude
GS__1702,-,0.271328314423247,"(2519, 2384)",46.71,59.51639138888889,36.339463111111115
GS__1703,٥٧٥٤ ٦٤,0.131810490402049,"(5692, 1791)",332.28000000000003,59.51656330555556,36.339436194444446
GS__1703,Dr,0.0439809195924882,"(3003, 2213)",90.27,59.51656330555556,36.339436194444446
GS__1704,(IR,0.0953993508777216,"(5512, 1770)",316.08,59.5167287,36.339405500000005
GS__1704,T٥؛,0.33276050420448,"(5505, 1849)",315.45,59.5167287,36.339405500000005
GS__1705,مر ,0.0148077061367465,"(2033, 789)",2.97,59.5168803,36.33937980555556
GS__1705,شنبتا,0.0473674388351461,"(5059, 1705)",275.31,59.5168803,36.33937980555556
GS__1705,مآ ',0.0688754767179489,"(5482, 1792)",313.38,59.5168803,36.33937980555556
GS__1705,٠٤٣٤٥٧,0.0619153327016653,"(5479, 1870)",313.11,59.5168803,36.33937980555556
GS__1705,51,0.1920824448567322,"(3025, 2212)",92.25,59.5168803,36.33937980555556
GS__1706,م,0.0902620885701708,"(4394, 1480)",215.46,59.5170214,36.33935511111111
GS__1706,,0.0,"(4387, 1570)",214.83,59.5170214,36.33935511111111
GS__1706,ق8,0.0654370932289539,"(4503, 1534)",225.27,59.5170214,36.33935511111111
GS__1706,(٨٨,0.3961531922347776,"(5427, 1764)",308.43,59.5170214,36.33935511111111
GS__1706,;,0.0603537370473115,"(1642, 2493)",327.78,59.5170214,36.33935511111111
GS__1706,,0.0,"(4433, 1527)",218.97,59.5170214,36.33935511111111
GS__1706,؟٥W ج-,0.0544133135625042,"(5421, 1843)",307.89,59.5170214,36.33935511111111
GS__1706,,0.0,"(2534, 2380)",48.06,59.5170214,36.33935511111111
GS__1707,٣,0.1103045069073624,"(4547, 1381)",229.23,59.5171541,36.33933338888889
GS__1707,م08,0.0165039966672533,"(5418, 1728)",307.62,59.5171541,36.33933338888889
GS__1707,T٥ج,0.2792881517656759,"(5415, 1801)",307.35,59.5171541,36.33933338888889
GS__1707,",",0.4053904249090578,"(1631, 2488)",326.79,59.5171541,36.33933338888889
GS__1708,٩٦٥٦٢م ٦٤٩,0.3950865342705625,"(3089, 1491)",98.01,59.517296,36.33930330555556
GS__1708,٦٤٢٤٥٢٢٤٤,0.5286076086917483,"(5712, 1752)",334.08000000000004,59.517296,36.33930330555556
GS__1709,عن رعاً,0.1468739388286639,"(1554, 1428)",319.86,59.517445099999996,36.33928111111111
GS__1709,٥٨,0.8633745028028134,"(2038, 1431)",3.42,59.517445099999996,36.33928111111111
GS__1709,3666680,0.1975758120097995,"(1547, 1472)",319.23,59.517445099999996,36.33928111111111
GS__1709,٩١٥٦٦ ٢ ٦٦٩,0.2706655288494972,"(3037, 1525)",93.33,59.517445099999996,36.33928111111111
GS__1709,-٣٤٥٧٢,0.0553596387118634,"(190, 1853)",197.1,59.517445099999996,36.33928111111111
GS__1709,,0.0,"(2487, 2384)",43.83,59.517445099999996,36.33928111111111
GS__1710,چ,0.0861149127434126,"(3591, 2205)",143.19,59.5175586,36.33925961111111
GS__1710,چ,0.3597335736345144,"(1631, 2499)",326.79,59.5175586,36.33925961111111
GS__1710,٠١١٥٤١٢٠٤٧,0.3348689195746011,"(4778, 1674)",250.02,59.5175586,36.33925961111111
GS__1710,,0.0,"(2498, 2391)",44.82,59.5175586,36.33925961111111
GS__1711,L٧Y,0.0499785828229339,"(4684, 1469)",241.56,59.5176484,36.33924430555556
GS__1711,٩١٥٦٢ ٤ ٦٦٩,0.2507970334200063,"(3059, 1545)",95.31,59.5176484,36.33924430555556
GS__1711,,0.0,"(2522, 2388)",46.98,59.5176484,36.33924430555556
GS__1712,٥٤٧٦٦,0.4047467352290768,"(2128, 1530)",11.52,59.5177639,36.33922561111111
GS__1712,,0.0,"(2486, 2360)",43.74,59.5177639,36.33922561111111
GS__1712,7,0.1093396525011627,"(1608, 2443)",324.72,59.5177639,36.33922561111111
GS__1713,,0.0,"(2495, 2370)",44.55,59.5178988,36.33920088888889
GS__1714,5/,0.0224232153136996,"(3023, 2214)",92.07,59.5180378,36.3391785
GS__1715,=,0.3929221776502665,"(2481, 2374)",43.29,59.518205,36.339149194444445
GS__1716,7,0.4330227432967923,"(1633, 2447)",326.97,59.5183697,36.3391235
GS__1717,7,0.8949752811559506,"(1622, 2474)",325.98,59.518510299999996,36.33909838888889
GS__1717,,0.0,"(2469, 2376)",42.21,59.518510299999996,36.33909838888889
GS__1718,7,0.2077615158668777,"(1626, 2466)",326.34000000000003,59.5186287,36.33907719444445
GS__1718,77,0.2342809257614108,"(3642, 2226)",147.78,59.5186287,36.33907719444445
GS__1718,ِ,0.0935904592005707,"(2497, 2378)",44.73,59.5186287,36.33907719444445
GS__1719,=,0.1738591715358985,"(1631, 2495)",326.79,59.5187522,36.33904830555556
GS__1719,7,0.4868565211154418,"(3649, 2212)",148.41,59.5187522,36.33904830555556
GS__1719,,0.0,"(2510, 2385)",45.9,59.5187522,36.33904830555556
GS__1720,آ٩٥٥,0.2947878539562225,"(3143, 1574)",102.87,59.5188379,36.33902730555556
GS__1720,,0.0,"(2544, 2388)",48.96,59.5188379,36.33902730555556
GS__1721,٥٩٩٥٦٢,0.3801812947038617,"(2900, 1521)",81.0,59.5189486,36.33900338888889
GS__1722,,0.0,"(1635, 2461)",327.15,59.5190669,36.338984
GS__1723,خ=,0.049109149721154,"(2454, 2379)",40.86,59.5191837,36.338966694444444
GS__1723,/,0.8397528289666667,"(3670, 2248)",150.29999999999998,59.5191837,36.338966694444444
GS__1724,D^,0.0381170658117539,"(3017, 2211)",91.53,59.5193451,36.33893988888889
GS__1724,,0.0,"(2490, 2381)",44.1,59.5193451,36.33893988888889
GS__1725,,0.0,"(1638, 2434)",327.42,59.51950111111111,36.338911111111116
GS__1725,7,0.6151327066666887,"(3655, 2251)",148.95,59.51950111111111,36.338911111111116
GS__1725,=,0.3171475097681195,"(2449, 2368)",40.41,59.51950111111111,36.338911111111116
GS__1726,,0.0,"(2468, 2367)",42.120000000000005,59.519633,36.338889111111115
GS__1726,7,0.1488695379051998,"(1615, 2443)",325.35,59.519633,36.338889111111115
GS__1726,7,0.1245448034530918,"(3650, 2252)",148.5,59.519633,36.338889111111115
GS__1727,<,0.5396638805987095,"(2985, 2216)",88.65,59.51981311111111,36.338857611111116
GS__1727,=,0.2911347276365319,"(2481, 2390)",43.29,59.51981311111111,36.338857611111116
GS__1728,7,0.5147859379030173,"(1635, 2468)",327.15,59.51999130555556,36.33882630555556
GS__1728,<,0.0954081991916986,"(3597, 2223)",143.73,59.51999130555556,36.33882630555556
GS__1729,7,0.4586797909505016,"(1617, 2450)",325.53,59.52016319444444,36.33879761111111
GS__1729,,0.0,"(3614, 2247)",145.26000000000002,59.52016319444444,36.33879761111111
GS__1729,=,0.1372547244871533,"(2454, 2365)",40.86,59.52016319444444,36.33879761111111
GS__1731,4,0.0464124503567833,"(2983, 2218)",88.47,59.52042738888889,36.33874319444445
GS__1731,=,0.08599068269476,"(2440, 2374)",39.6,59.52042738888889,36.33874319444445
GS__1732,<,0.1434781998332832,"(2956, 2216)",86.03999999999999,59.52060288888889,36.33870538888889
GS__1733,< 1,0.2436111271381378,"(2979, 2218)",88.11,59.520790194444444,36.33867688888889
GS__1734,,0.0,"(1604, 2425)",324.36,59.52095788888889,36.33865211111112
GS__1734,/,0.4857496304922826,"(3635, 2255)",147.15,59.52095788888889,36.33865211111112
GS__1735,٣,0.8683235686494619,"(5336, 949)",300.24,59.52110169444445,36.33862930555556
GS__1735,٩١٥٩٥٠٠٠٢٢,0.2759806992044851,"(4031, 1577)",182.79,59.52110169444445,36.33862930555556
GS__1735,<^,0.0399884767040573,"(2974, 2218)",87.66,59.52110169444445,36.33862930555556
GS__1736,چ,0.1588882656589909,"(1624, 2425)",326.16,59.52124530555555,36.33860288888889
GS__1736,7,0.3710853533054639,"(3659, 2254)",149.31,59.52124530555555,36.33860288888889
GS__1736,,0.0,"(2503, 2354)",45.27,59.52124530555555,36.33860288888889
GS__1737,,0.0,"(1629, 2457)",326.61,59.52140138888889,36.338573611111116
GS__1737,/,0.7486814776723492,"(3586, 2236)",142.74,59.52140138888889,36.338573611111116
GS__1738,٦٤٩٩١٥٢,0.6426905678025823,"(2839, 1532)",75.50999999999999,59.521644888888886,36.338532
GS__1739,7,0.8698055034415688,"(1658, 2513)",329.22,59.52176330555555,36.33850261111111
GS__1739,٤٥٥٩٥,0.1677598953802107,"(3555, 1645)",139.95,59.52176330555555,36.33850261111111
GS__1739,هآ,0.1841176018877961,"(3972, 1805)",177.48,59.52176330555555,36.33850261111111
GS__1739,تشآشد,0.1567952336188784,"(4051, 1819)",184.59,59.52176330555555,36.33850261111111
GS__1739,,0.0,"(2503, 2393)",45.27,59.52176330555555,36.33850261111111
GS__1740,Iتتآد,0.0056114619119632,"(2171, 1530)",15.39,59.5218765,36.338484
GS__1740,٤٩٥٩٥٧٥,0.48497712965941,"(2974, 1520)",87.66,59.5218765,36.338484
GS__1740,٤٧J٩٥٥,0.0664499208422309,"(3506, 1632)",135.54,59.5218765,36.338484
GS__1740,٤٧٢f,0.3045742809772491,"(4978, 1773)",268.02000000000004,59.5218765,36.338484
GS__1741,,0.0,"(1808, 2601)",342.72,59.5191954,36.340161611111114
GS__1742,ت,0.4804263275738982,"(2654, 1759)",58.86,59.5191948,36.34009569444445
GS__1742,;,0.1017021071685384,"(1633, 2490)",326.97,59.5191948,36.34009569444445
GS__1743,",",0.5242229192017476,"(1655, 2492)",328.95,59.5191691,36.339986
GS__1744,7,0.0391442053763677,"(1642, 2486)",327.78,59.5191448,36.339888111111115
GS__1745,<,0.9742200423307992,"(3044, 2209)",93.96,59.5191216,36.33978030555556
GS__1746,;,0.0306374180981947,"(1658, 2513)",329.22,59.5190873,36.33967169444445
GS__1747,7,0.0755954690799933,"(1656, 2510)",329.04,59.5190561,36.339581305555555
GS__1748,ا ل~,0.4001156985759735,"(3032, 2210)",92.88,59.5190266,36.33946369444445
GS__1748,",",0.1625110535349136,"(1637, 2479)",327.33,59.5190266,36.33946369444445
GS__1749,7,0.0681096478581091,"(1644, 2490)",327.96,59.5189882,36.339343
GS__1750,7,0.0638158764650009,"(1644, 2481)",327.96,59.5189606,36.3392235
GS__1751,",٤",0.0408816098202537,"(1637, 2474)",327.33,59.5189377,36.339128611111114
GS__1752,-٥٩٨٥ ٥٩,0.2880718197314645,"(2835, 1356)",75.14999999999999,59.5189178,36.339052111111116
GS__1752,;,0.0837144734901471,"(1655, 2504)",328.95,59.5189178,36.339052111111116
GS__1753,ا ل~د=,0.1483670077715698,"(3041, 2211)",93.69,59.5188997,36.338970805555554
GS__1753,7,0.1023986412093416,"(1640, 2490)",327.6,59.5188997,36.338970805555554
GS__1754,;,0.042186113646274,"(1649, 2504)",328.41,59.5188813,36.33888411111111
GS__1754,ازک,0.3579811650107327,"(1703, 1199)",333.27,59.5188813,36.33888411111111
GS__1755,>,0.6418276082766603,"(1876, 2565)",348.84,59.518842299999996,36.338756000000004
GS__1756,"رایشگاه ,",0.4851447332663139,"(3633, 1223)",146.97,59.5188102,36.33863138888889
GS__1756,",",0.1850292808175178,"(1633, 2452)",326.97,59.5188102,36.33863138888889
GS__1757,<,0.7725368615042818,"(2904, 2218)",81.36,59.518785,36.33853388888889
GS__1757,7,0.1636068753517685,"(1626, 2421)",326.34000000000003,59.518785,36.33853388888889
GS__1757,"رایشگاه ,",0.4029777021365571,"(4861, 1399)",257.49,59.518785,36.33853388888889
GS__1758,EPSf,0.0346915274858474,"(3008, 1440)",90.72,59.5187702,36.338464611111114
GS__1758,;,0.0711280790489041,"(1656, 2506)",329.04,59.5187702,36.338464611111114
GS__1759,7,0.056170230633562,"(1631, 2479)",326.79,59.5187457,36.3383715
GS__1760,",",0.1059339415744355,"(1629, 2441)",326.61,59.5187204,36.338283805555555
GS__1761,ا ل~,0.0716066062450409,"(3019, 2214)",91.71,59.5186837,36.338149694444446
GS__1761,7,0.1233954007126989,"(1628, 2461)",326.52,59.5186837,36.338149694444446
GS__1761,١٢ ٢٥٢ ٥ ٦٩٥,0.3180192055100601,"(5419, 1783)",307.71,59.5186837,36.338149694444446
GS__1762,اثامارلن,0.214665251389945,"(2468, 1127)",42.120000000000005,59.5186549,36.338040694444445
GS__1762,5r,0.0376633592760218,"(2999, 2213)",89.91,59.5186549,36.338040694444445
GS__1762,7,0.1447512357596316,"(1635, 2466)",327.15,59.5186549,36.338040694444445
GS__1762,٥ ٦٩٥,0.525383140759135,"(5302, 1896)",297.18,59.5186549,36.338040694444445
GS__1762,١٢ ٤٥٢,0.6858702952311257,"(5361, 1910)",302.49,59.5186549,36.338040694444445
GS__1763,9ی مارکت,0.6740182362866468,"(1113, 1248)",280.17,59.5186132,36.337891194444445
GS__1763,,0.0,"(1932, 2634)",353.88,59.5186132,36.337891194444445
GS__1763,١٢ ٤٥٢ ٥ ٦٩٥ ,0.5756690406112878,"(5093, 1807)",278.37,59.5186132,36.337891194444445
GS__1764,ریباب   خودرو,0.3007208981811384,"(2866, 1138)",77.94,59.5185878,36.3378085
GS__1764, ٩ مارئت,0.1142269618194593,"(188, 1499)",196.92,59.5185878,36.3378085
GS__1764,،١٢ ٢٥٢ ٥,0.3530665493406998,"(4541, 1890)",228.69,59.5185878,36.3378085
GS__1765,زیباین,0.1218516096886238,"(4090, 1212)",188.1,59.5185524,36.337665388888894
GS__1765,رامک,0.879724383354187,"(3890, 1239)",170.1,59.5185524,36.337665388888894
GS__1765,;,0.0617272672900439,"(1644, 2479)",327.96,59.5185524,36.337665388888894
GS__1765,مانتل,0.5943374883009583,"(3968, 1160)",177.12,59.5185524,36.337665388888894
GS__1765,خودرو,0.9417649226776672,"(4030, 1187)",182.7,59.5185524,36.337665388888894
GS__1766,",",0.2265905654139013,"(1640, 2472)",327.6,59.5185204,36.33754461111111
GS__1767,آا,0.1251571315869662,"(4963, 1361)",266.67,59.5184845,36.33741169444445
GS__1767,ا ل~=,0.084511931288601,"(3025, 2210)",92.25,59.5184845,36.33741169444445
GS__1767,١ ٥٧ى,0.5427267306877811,"(5323, 1927)",299.07,59.5184845,36.33741169444445
GS__1768,<,0.781866202616758,"(3021, 2211)",91.89,59.5184523,36.33729780555556
GS__1768,7,0.0990168690933268,"(1660, 2513)",329.4,59.5184523,36.33729780555556
GS__1769,;,0.0771083393807936,"(1642, 2477)",327.78,59.5184164,36.337180805555555
GS__1770,2چ~,0.0016695762073609,"(663, 2447)",239.67,59.518376599999996,36.337040388888894
GS__1770,7,0.0589875465515712,"(1646, 2485)",328.14,59.518376599999996,36.337040388888894
GS__1771,7,0.0307503749975248,"(1660, 2517)",329.4,59.5183473,36.33692961111112
GS__1772,4145445-,0.0153873527430289,"(3554, 1183)",139.86,59.5183077,36.33679488888889
GS__1772,٠٩١٧١٦٤٧٢,0.2331343175658104,"(3525, 1210)",137.25,59.5183077,36.33679488888889
GS__1772,7,0.1487220446790651,"(1671, 2529)",330.39,59.5183077,36.33679488888889
GS__1773,BCI,0.1034403036745282,"(2940, 1476)",84.6,59.5182773,36.336688
GS__1773,",",0.0539261740898864,"(1660, 2511)",329.4,59.5182773,36.336688
GS__1773,خدماک ولگ چمثه لاکومپیال,0.0316471681970953,"(4746, 1305)",247.14,59.5182773,36.336688
GS__1773,لچازددرادبا3دگ ولاولع,0.0012537812975929,"(4739, 1337)",246.51,59.5182773,36.336688
GS__1773,٠٩١٥٥١٦٢٥٧٢,0.7634125708236372,"(4668, 1349)",240.12,59.5182773,36.336688
GS__1773,٨٠٢٠٢٠٠ذ٠٩٧,0.3658772506444674,"(4767, 1370)",249.03,59.5182773,36.336688
GS__1774,م;,0.0213602997223772,"(1642, 2497)",327.78,59.518194799999996,36.336626
GS__1776,fش٤٢,0.1446869522333145,"(5239, 1770)",291.51,59.5176774,36.336707000000004
GS__1780,١٢٥٢ ٩ ٦٩٢,0.1906081229881742,"(3073, 1563)",96.57,59.51664930555555,36.336887805555556
GS__1782,17,0.0869712153329475,"(1666, 2542)",329.94,59.51658988888889,36.33704330555556
GS__1784,F,0.0348027617784849,"(1637, 575)",327.33,59.516646,36.33724930555556
GS__1784,;,0.3042676004956526,"(1637, 2461)",327.33,59.516646,36.33724930555556
GS__1784,,0.0,"(255, 174)",202.95,59.516646,36.33724930555556
GS__1788,;&,0.0447454044277612,"(1628, 2425)",326.52,59.5167675,36.33767188888889
GS__1789,;,0.1317568661917825,"(1617, 2436)",325.53,59.5168046,36.33783011111111
GS__1791,,0.0,"(1638, 2477)",327.42,59.5168704,36.338065
GS__1792,7070,0.1091741099953651,"(4016, 1356)",181.44,59.5169006,36.338184500000004
GS__1792,;,0.0474591807057009,"(1642, 2483)",327.78,59.5169006,36.338184500000004
GS__1793,;٤,0.0479615223081898,"(1629, 2472)",326.61,59.516956799999996,36.33840311111111
GS__1794,;٤,0.0340552553899999,"(1640, 2486)",327.6,59.5170064,36.33855719444445
GS__1795,[,0.3261135421892049,"(5321, 933)",298.89000000000004,59.5170305,36.33866530555556
GS__1795,;2,0.0280573526662912,"(1635, 2445)",327.15,59.5170305,36.33866530555556
GS__1795,كروهساخمانى,0.1800170061054519,"(5462, 905)",311.58000000000004,59.5170305,36.33866530555556
GS__1796,ودساختمانى,0.2551401618142722,"(5566, 1035)",320.94,59.5170548,36.33876580555556
GS__1796,;,0.0597569695561981,"(1640, 2475)",327.6,59.5170548,36.33876580555556
GS__1797,;,0.2721148840248908,"(1619, 2434)",325.71,59.5170902,36.33889638888889
GS__1798,;,0.3409725924414033,"(1633, 2447)",326.97,59.517127099999996,36.33903569444445
GS__1799,سازز ل ٢ ٠١٣٢٥٩١٠١,0.1510114662329559,"(998, 1530)",269.82,59.5171668,36.339151694444446
GS__1799,",",0.189067884969142,"(1640, 2486)",327.6,59.5171668,36.339151694444446
GS__1800,7,0.0348247096567888,"(1653, 2493)",328.77,59.517186,36.33923830555556
GS__1801,ص;,0.1087894027952635,"(1633, 2461)",326.97,59.5172106,36.3393555
GS__1802,;,0.0681371216693529,"(1635, 2459)",327.15,59.5172442,36.339482611111116
GS__1803,م,0.0124540287786767,"(1692, 976)",332.28,59.5172828,36.339612611111114
GS__1803,;٤,0.0349089288928936,"(1638, 2459)",327.42,59.5172828,36.339612611111114
GS__1805,,0.0,"(1638, 2472)",327.42,59.5173372,36.33986088888889
GS__1806,,0.0,"(1730, 2567)",335.7,59.51563319444445,36.340194805555555
GS__1807,ال~8,0.1021699160337448,"(3028, 2211)",92.52,59.51561088888889,36.34012969444445
GS__1807,;,0.0398260319485013,"(1638, 2475)",327.42,59.51561088888889,36.34012969444445
GS__1808,ا<,0.3033847046369446,"(2976, 2213)",87.84,59.51557161111111,36.340012111111115
GS__1808,",",0.0403398465768225,"(1635, 2479)",327.15,59.51557161111111,36.340012111111115
GS__1809,7,0.1687383334645966,"(1651, 2487)",328.59000000000003,59.51553438888889,36.3399
GS__1810,=٧٣7,0.0458335094153881,"(3600, 1392)",144.0,59.51551461111111,36.339794805555556
GS__1811,;,0.1886151227503854,"(1660, 2513)",329.4,59.51549688888889,36.339717694444445
GS__1812,-,0.0899289783932824,"(1660, 2462)",329.4,59.51545111111111,36.339588500000005
GS__1814,زیبایی,0.8066126670272662,"(3951, 1115)",175.59,59.51536988888889,36.33932319444445
GS__1814,ییرا-,0.070735291365318,"(3928, 1140)",173.51999999999998,59.51536988888889,36.33932319444445
GS__1814,",",0.1139947237443586,"(1633, 2483)",326.97,59.51536988888889,36.33932319444445
GS__1814,حسینیور,0.7528092399591696,"(3867, 1186)",168.03,59.51536988888889,36.33932319444445
GS__1815,3,0.1569395630327728,"(1653, 2510)",328.77,59.5153295,36.33918588888889
GS__1816,٤T7٦1٦٦ ٥,0.0081862400115001,"(2936, 1433)",84.24000000000001,59.51529680555556,36.33904761111111
GS__1816,HrefM٢f,0.0069130781710994,"(184, 1829)",196.56,59.51529680555556,36.33904761111111
GS__1816,D~ل,0.0561347169925836,"(3010, 2211)",90.9,59.51529680555556,36.33904761111111
GS__1816,,0.0,"(1631, 2477)",326.79,59.51529680555556,36.33904761111111
GS__1817,<,0.7568201520998628,"(2979, 2213)",88.11,59.515265694444444,36.338930194444444
GS__1817,",٤",0.0385147180001554,"(1640, 2479)",327.6,59.515265694444444,36.338930194444444
GS__1818,HRfINT,0.0129517482977344,"(2603, 1390)",54.27,59.5152295,36.33881319444445
GS__1818,7,0.1404271226334117,"(1633, 2486)",326.97,59.5152295,36.33881319444445
GS__1819,_=,0.0141933646835367,"(4009, 652)",180.81,59.51518519444444,36.3386915
GS__1819,6-7-5,0.1022340586632192,"(3960, 875)",176.4,59.51518519444444,36.3386915
GS__1819,FHRI,0.1026114746928215,"(2751, 1361)",67.59,59.51518519444444,36.3386915
GS__1819,<,0.3465448080292823,"(2994, 2216)",89.46,59.51518519444444,36.3386915
GS__1819,",",0.1296497539579242,"(1649, 2488)",328.41,59.51518519444444,36.3386915
GS__1820,Eم,0.223191008786316,"(3122, 1404)",100.98,59.5151525,36.338570805555555
GS__1820,;,0.1728281368697191,"(1667, 2522)",330.03,59.5151525,36.338570805555555
GS__1821,٢٩١٥٦ ٠٤٩,0.1355367207363026,"(3230, 1444)",110.7,59.515129,36.338472611111115
GS__1821,;,0.1199510038103293,"(1651, 2508)",328.59000000000003,59.515129,36.338472611111115
GS__1822,EFTI,0.0400276966392993,"(3030, 1343)",92.7,59.51510511111111,36.338389
GS__1822,,0.0,"(3579, 2209)",142.11,59.51510511111111,36.338389
GS__1822,",",0.0474134782034776,"(1647, 2490)",328.23,59.51510511111111,36.338389
GS__1823,;,0.1554658968439639,"(1649, 2495)",328.41,59.515080194444444,36.33827761111112
GS__1824,",E",0.0595423248547667,"(1676, 2524)",330.84,59.515041305555556,36.338109611111115
GS__1825,;,0.1985533336416125,"(1660, 2501)",329.4,59.515002305555555,36.3379755
GS__1826,BFUUI,0.1107011503439542,"(2864, 1395)",77.76,59.51497661111111,36.33787811111112
GS__1826,مم,0.0454863232429949,"(1658, 2520)",329.22,59.51497661111111,36.33787811111112
GS__1827,شعه,0.0238888249198443,"(2983, 1398)",88.47,59.514949,36.337769111111115
GS__1827,;,0.0715560178520178,"(1644, 2481)",327.96,59.514949,36.337769111111115
GS__1828,7,0.3045034485915643,"(1653, 2501)",328.77,59.514916694444445,36.33764819444445
GS__1830,",E",0.040747044702618,"(1671, 2522)",330.39,59.514827805555555,36.33727511111111
processed_GS__1430,تاپ سیستم,0.3143227874869214,"(3729, 1189)",155.61,,
processed_GS__1431,197'|],0.1697756347026387,"(850, 1449)",256.5,,
processed_GS__1431,7,0.3318905824621687,"(1658, 2501)",329.22,,
processed_GS__1431,UT,0.1872538596325507,"(4474, 1281)",222.66000000000005,,
processed_GS__1432,٧٧٧,0.2367781969394261,"(575, 1602)",231.75,,
processed_GS__1434,٩١٥٦٢,0.8331042606976017,"(5471, 1930)",312.39,,
processed_GS__1435,ل5 ٢٧٥ی٩٤,0.0526290129144827,"(4560, 1805)",230.4,,
processed_GS__1437,٧آب٢٤٢,0.3358710913573939,"(4990, 1804)",269.1,,
processed_GS__1437,,0.0,"(2488, 2362)",43.92,,
processed_GS__1444,٥إ٨,0.1878939061827708,"(5467, 1538)",312.03000000000003,,
